股票代码,code,所属概念数量,所属概念,market_code
920190.BJ,920190,19,数据中心(AIDC);乡村振兴;智能穿戴;跨境电商;融资融券;电子竞技;消费电子概念;星闪概念;无线耳机;多模态AI;信创;人工智能;WiFi 6;IP经济(谷子经济);DeepSeek概念;AI眼镜;AI智能体;AIGC概念;AI PC,151
002611.SZ,002611,26,人形机器人;新型工业化;无人机;机器人概念;军工;3D打印;多模态AI;高端装备;工业互联网;智能物流;物联网;人工智能;数字经济;华为概念;水利;一带一路;毫米波雷达;核电;人民币贬值受益;粤港澳大湾区;可控核聚变;英伟达概念;牙科医疗;深股通;2026中报预增;融资融券,33
920547.BJ,920547,3,融资融券;合成生物;专精特新,151
000066.SZ,000066,38,东数西算(算力);AI PC;中国AI 50;智能电网;数据中心(AIDC);数据安全;网络安全;信创;华为鲲鹏;国产操作系统;百度概念;量子科技;区块链;液冷服务器;卫星导航;5G;智慧城市;华为概念;车联网(车路协同);数字经济;DeepSeek概念;人工智能;芯片概念;商业航天;海工装备;军工;消费电子概念;军民融合;汽车电子;粤港澳大湾区;锂电池概念;央企国企改革;国企改革;钠离子电池;深股通;2026中报预增;中字头股票;融资融券,33
920640.BJ,920640,18,军工;铜缆高速连接;西部大开发;量子科技;毫米波雷达;芯片概念;融资融券;无人机;央企国企改革;国企改革;商业航天;卫星导航;华为概念;军民融合;军工信息化;低空经济;专精特新;5G,151
002952.SZ,002952,14,电子纸;柔性屏(折叠屏);汽车电子;智能穿戴;消费电子概念;虚拟现实;新能源汽车;智能家居;家用电器;人民币贬值受益;数字货币;数字经济;充电桩;2026中报预增,33
300584.SZ,300584,9,猴痘概念;幽门螺杆菌概念;肝炎概念;辅助生殖;仿制药一致性评价;创新药;锂电池概念;固态电池;深股通,33
003007.SZ,003007,24,算力租赁;华为昇腾;云办公;云计算;华为鲲鹏;智慧政务;数据要素;东数西算(算力);车联网(车路协同);AI智能体;数字孪生;AI应用;在线教育;卫星导航;数字经济;人工智能;物联网;DeepSeek概念;数据中心(AIDC);华为概念;商业航天;6G概念;京津冀一体化;5G,33
688360.SH,688360,22,人形机器人;新型工业化;数字孪生;机器人概念;物联网;高端装备;专精特新;华为概念;Web3.0;人工智能;智能物流;阿里巴巴概念;数字经济;拼多多概念;宁德时代概念;储能;跨境电商;锂电池概念;冷链物流;统一大市场;沪股通;融资融券,17
301095.SZ,301095,12,光刻机;共封装光学(CPO);存储芯片;第三代半导体;芯片概念;专精特新;信创;人工智能;AI智能体;DeepSeek概念;深股通;融资融券,33
688055.SH,688055,11,电子纸;智能座舱;MiniLED;消费电子概念;新能源汽车;人民币贬值受益;芯片概念;一带一路;国企改革;沪股通;融资融券,17
000062.SZ,000062,29,华为海思概念股;存储芯片;共封装光学(CPO);芯片概念;第三代半导体;6G概念;2026一季报预增;汽车电子;传感器;华为昇腾;东数西算(算力);华为概念;比亚迪概念;新能源汽车;粤港澳大湾区;人形机器人;机器人概念;腾讯概念;智慧城市;人民币贬值受益;AI智能体;互联网金融;创投;雄安新区;深股通;融资融券;证金持股;MLCC概念;2026中报预增,33
920028.BJ,920028,6,比亚迪概念;宁德时代概念;华为概念;5G;新股与次新股;融资融券,151
601778.SH,601778,16,算力租赁;东数西算(算力);数据中心(AIDC);虚拟电厂;绿色电力;光伏建筑一体化;储能;风电;光伏概念;阿里巴巴概念;碳交易;腾讯概念;碳中和;氢能源;沪股通;融资融券,17
002733.SZ,002733,22,固态电池;钠离子电池;动力电池回收;石墨烯;锂电池概念;5G;新能源汽车;储能;燃料电池;数据中心(AIDC);无人机;粤港澳大湾区;专精特新;氢能源;军工;东数西算(算力);人民币贬值受益;一带一路;阿里巴巴概念;百度概念;深股通;融资融券,33
300601.SZ,300601,7,生物疫苗;肝炎概念;流感;创新药;合成生物;深股通;融资融券,33
600714.SH,600714,6,小金属概念;西部大开发;国企改革;央企国企改革;玻璃基板;沪股通,17
002139.SZ,002139,38,人形机器人;两轮车;新型工业化;AI应用;鸿蒙概念;机器人概念;AI智能体;机器视觉;DeepSeek概念;人工智能;安防;无人驾驶;阿里巴巴概念;低空经济;智能家居;物联网;养老概念;新能源汽车;智能座舱;人民币贬值受益;空气能热泵;无人机;粤港澳大湾区;充电桩;储能;无线耳机;智能电网;钠离子电池;高压快充;医美概念;数据中心(AIDC);锂电池概念;无线充电;光伏概念;绿色电力;深股通;液冷服务器;融资融券,33
601991.SH,601991,9,绿色电力;风电;储能;核电;雅下水电概念;沪股通;融资融券;央企国企改革;国企改革,17
002901.SZ,002901,7,医疗器械概念;牙科医疗;福建自贸区;机器人概念;海峡两岸;深股通;融资融券,33
603256.SH,603256,12,PCB概念;华为手机;苹果概念;芯片概念;5G;消费电子概念;数据中心(AIDC);专精特新;华为概念;海峡两岸;2026中报预增;沪股通,17
920284.BJ,920284,7,锂电池概念;融资融券;新型工业化;宁德时代概念;固态电池;专精特新;人造肉,151
000600.SZ,000600,19,超超临界发电;抽水蓄能;生物质能发电;绿色电力;碳交易;虚拟电厂;风电;超级电容;碳中和;储能;核电;国企改革;氢能源;证金持股;京津冀一体化;深股通;融资融券;DeepSeek概念;人工智能,33
301292.SZ,301292,8,钠离子电池;固态电池;锂电池概念;比亚迪概念;新能源汽车;专精特新;深股通;融资融券,33
002989.SZ,002989,6,芯片概念;粤港澳大湾区;人工智能;新型城镇化;国企改革;深股通,33
301391.SZ,301391,11,MicroLED概念;芯片概念;机器视觉;虚拟现实;华为昇腾;东数西算(算力);元宇宙;人工智能;AI应用;深股通;融资融券,33
600276.SH,600276,14,创新药;减肥药;仿制药一致性评价;细胞免疫治疗;医药电商;眼科医疗;辅助生殖;证金持股;同花顺漂亮100;智能医疗;创投;沪股通;融资融券;绿色电力,17
300331.SZ,300331,22,光刻机;中芯国际概念;OLED;芯片概念;柔性屏(折叠屏);3D打印;电子纸;智能穿戴;专精特新;光伏概念;小米概念;烟草;华为概念;AI PC;虚拟现实;元宇宙;人工智能;IP经济(谷子经济);体育产业;2026中报预增;深股通;融资融券,33
002831.SZ,002831,8,液冷服务器;机器人概念;可降解塑料;高股息精选;深股通;宠物经济;消费电子概念;融资融券,33
301392.SZ,301392,14,第三代半导体;PET铜箔;富士康概念;芯片概念;苹果概念;钙钛矿电池;TOPCON电池;专精特新;光伏概念;比亚迪概念;锂电池概念;玻璃基板;深股通;融资融券,33
600151.SH,600151,14,军民融合;军工;汽车热管理;比亚迪概念;新能源汽车;光伏概念;上海自贸区;央企国企改革;人民币贬值受益;TOPCON电池;绿色电力;国企改革;融资融券;沪股通,17
301608.SZ,301608,22,智能家居;专精特新;智能穿戴;卫星导航;物联网;无人驾驶;消费电子概念;车联网(车路协同);汽车电子;人工智能;换电概念;蚂蚁集团概念;DeepSeek概念;移动支付;腾讯概念;智能物流;共享单车;百度概念;网约车;两轮车;深股通;融资融券,33
002789.SZ,002789,16,横琴新区;ST板块;建筑节能;新型城镇化;装配式建筑;充电桩;粤港澳大湾区;储能;绿色电力;养老概念;智能电网;创投;国企改革;智慧城市;人工智能;互联网金融,33
300996.SZ,300996,18,财税数字化;华为鲲鹏;ERP概念;智慧政务;跨境支付(CIPS);信创;AI语料;AI应用;数据要素;区块链;AIGC概念;AI智能体;网络安全;数字经济;互联网金融;人工智能;小米概念;融资融券,33
688726.SH,688726,11,BC电池;TOPCON电池;钙钛矿电池;第三代半导体;芯片概念;专精特新;光伏概念;比亚迪概念;先进封装;沪股通;融资融券,17
601101.SH,601101,7,煤炭概念;煤化工概念;高股息精选;国企改革;融资融券;2026中报预增;沪股通,17
300655.SZ,300655,13,中芯国际概念;光刻胶;国家大基金持股;存储芯片;OLED;芯片概念;比亚迪概念;宁德时代概念;无人驾驶;锂电池概念;氟化工概念;融资融券;深股通,33
688228.SH,688228,31,华为昇腾;华为鲲鹏;数据安全;财税数字化;信创;云计算;智慧政务;多模态AI;ChatGPT概念;AI视频;语音技术;AI语料;AI智能体;数据要素;AIGC概念;东数西算(算力);元宇宙;AI应用;虚拟数字人;虚拟现实;华为概念;人工智能;DeepSeek概念;知识产权保护;卫星导航;虚拟电厂;专精特新;文化传媒概念;沪股通;股权转让(并购重组);融资融券,17
300716.SZ,300716,13,HJT电池;TOPCON电池;智能音箱;钙钛矿电池;光伏概念;华为汽车;新能源汽车;长安汽车概念;可降解塑料;军民融合;碳中和;储能;ST板块,33
920136.BJ,920136,6,新能源汽车;比亚迪概念;2026中报预增;新股与次新股;融资融券;专精特新,151
688023.SH,688023,23,数据安全;华为昇腾;网络安全;信创;云计算;ChatGPT概念;AI智能体;数据要素;百度概念;AI应用;阿里巴巴概念;区块链;智慧城市;车联网(车路协同);DeepSeek概念;物联网;人工智能;量子科技;华为概念;低空经济;无人机;沪股通;融资融券,17
603337.SH,603337,6,人形机器人;机器视觉;工业互联网;人工智能;沪股通;融资融券,17
688629.SH,688629,23,共封装光学(CPO);铜缆高速连接;5G;卫星导航;数据中心(AIDC);商业航天;高压快充;华为概念;比亚迪概念;无人机;军工;低空经济;新能源汽车;核电;腾讯概念;阿里巴巴概念;机器人概念;高铁;西部大开发;国企改革;液冷服务器;沪股通;融资融券,17
001309.SZ,001309,14,存储芯片;中芯国际概念;共封装光学(CPO);芯片概念;AI PC;汽车电子;智能穿戴;数据中心(AIDC);专精特新;粤港澳大湾区;人民币贬值受益;人工智能;融资融券;深股通,33
000539.SZ,000539,15,超超临界发电;绿色电力;风电;国资云;东数西算(算力);参股保险;储能;国企改革;光伏概念;期货概念;创投;粤港澳大湾区;海工装备;深股通;融资融券,33
300164.SZ,300164,9,页岩气;俄乌冲突概念;天然气;新疆振兴;碳中和;西部大开发;一带一路;人民币贬值受益;深股通,33
605319.SH,605319,5,小米汽车;新能源汽车;特斯拉概念;无人驾驶;沪股通,17
300128.SZ,300128,27,MR(混合现实);虚拟现实;人工智能;英伟达概念;华为概念;新型工业化;小米汽车;小米概念;储能;人形机器人;机器人概念;汽车电子;光伏概念;海峡两岸;液冷服务器;消费电子概念;汽车热管理;新能源汽车;宁德时代概念;苹果概念;富士康概念;锂电池概念;石墨烯;BC电池;国企改革;深股通;融资融券,33
688180.SH,688180,6,创新药;生物疫苗;猴痘概念;AIGC概念;沪股通;融资融券,17
301186.SZ,301186,13,小米汽车;专精特新;小米概念;换电概念;比亚迪概念;新能源汽车;华为汽车;长安汽车概念;机器人概念;特斯拉概念;储能;锂电池概念;融资融券,33
002369.SZ,002369,23,智能音箱;虚拟现实;智能家居;物联网;粤港澳大湾区;区块链;华为概念;鸿蒙概念;元宇宙;工业互联网;创投;机器人概念;无线耳机;智能穿戴;储能;跨境电商;新型工业化;消费电子概念;5G;汽车电子;WiFi 6;融资融券;深股通,33
300398.SZ,300398,14,存储芯片;光纤概念;中芯国际概念;先进封装;第三代半导体;光刻胶;OLED;芯片概念;电子纸;光伏概念;新能源汽车;深股通;玻璃基板;融资融券,33
688303.SH,688303,8,硅能源;有机硅概念;新疆振兴;光伏概念;芯片概念;西部大开发;沪股通;融资融券,17
001365.SZ,001365,22,注册制次新股;两轮车;一带一路;长安汽车概念;工业互联网;低空经济;储能;机器人概念;国企改革;比亚迪概念;新能源汽车;无人驾驶;人形机器人;宁德时代概念;智能座舱;汽车电子;无线充电;PCB概念;新型工业化;深股通;新股与次新股;融资融券,33
920806.BJ,920806,13,融资融券;车联网(车路协同);百度概念;毫米波雷达;机器视觉;机器人概念;智慧城市;新型城镇化;数据要素;国企改革;低空经济;京津冀一体化;ETC,151
688806.SH,688806,8,科创次新股;注册制次新股;新股与次新股;融资融券;重组蛋白;横琴新区;专精特新;创新药,17
688561.SH,688561,24,华为欧拉;华为鲲鹏;数字货币;数据安全;鸿蒙概念;AI应用;信创;AIGC概念;AI智能体;区块链;云计算;网络安全;跨境支付(CIPS);DeepSeek概念;数字经济;人工智能;车联网(车路协同);国资云;物联网;星闪概念;量子科技;军工;沪股通;融资融券,17
301577.SZ,301577,14,WiFi 6;富士康概念;5G;数据中心(AIDC);小米概念;专精特新;无人驾驶;比亚迪概念;海峡两岸;新能源汽车;高压快充;充电桩;数字货币;融资融券,33
301502.SZ,301502,7,小米概念;机器人概念;家用电器;智能家居;医疗器械概念;养老概念;融资融券,33
603803.SH,603803,21,F5G概念;共封装光学(CPO);6G概念;WiFi 6;数据中心(AIDC);5G;东数西算(算力);量子科技;智能电网;网络安全;芯片概念;数据安全;新型工业化;物联网;无人驾驶;工业互联网;智慧城市;车联网(车路协同);新型城镇化;沪股通;融资融券,17
603335.SH,603335,9,动力电池回收;锂电池概念;宁德时代概念;人民币贬值受益;一体化压铸;新能源汽车;存储芯片;芯片概念;融资融券,17
000630.SZ,000630,12,金属铜;黄金概念;金属镍;小金属概念;PCB概念;5G;锂电池概念;新能源汽车;国企改革;深股通;融资融券;2026中报预增,33
300212.SZ,300212,36,财税数字化;国资云;数据确权;华为鲲鹏;数据要素;AI智能体;智慧政务;数据安全;数字孪生;养老概念;华为数字能源;阿里巴巴概念;百度概念;独角兽概念;ST板块;雄安新区;信创;PPP概念;京津冀一体化;乡村振兴;网络安全;数字经济;DeepSeek概念;智慧城市;智能医疗;人工智能;国企改革;创投;央企国企改革;物联网;车联网(车路协同);一带一路;东数西算(算力);华为概念;数据中心(AIDC);无人驾驶,33
600203.SH,600203,28,智能音箱;智能穿戴;无线耳机;华为手机;柔性屏(折叠屏);汽车电子;消费电子概念;小米概念;智能家居;MiniLED;智能座舱;5G;卫星导航;华为概念;海峡两岸;智慧灯杆;机器人概念;无人机;福建自贸区;抖音概念(字节概念);国企改革;鸿蒙概念;人工智能;AI眼镜;2026中报预增;芯片概念;融资融券;沪股通,17
