股票代码,所属概念数量,所属概念,market_code,code
300826.SZ,20,地下管网;新型城镇化;房屋检测;碳中和;土壤修复;水利;数字经济;智慧城市;数字孪生;空间计算;高铁;机器人概念;鸿蒙概念;元宇宙;数据要素;时空大数据;东数西算(算力);华为概念;军工;卫星导航,33,300826
002389.SZ,15,军民融合;军工;无人机;低空经济;碳纤维;央企国企改革;柔性屏(折叠屏);MiniLED;人工智能;光伏概念;国企改革;智能物流;人民币贬值受益;深股通;融资融券,33,002389
603809.SH,22,大飞机;减速器;军民融合;成飞概念;商业航天;航空发动机;军工;无人机;人形机器人;华为汽车;小米汽车;高铁;机器人概念;长安汽车概念;水利;特斯拉概念;比亚迪概念;专精特新;新能源汽车;西部大开发;融资融券;沪股通,17,603809
002226.SZ,21,民爆概念;新疆振兴;国企改革;央企国企改革;绿色电力;雅下水电概念;一带一路;风电;水利;创投;工业互联网;军工;独角兽概念;军民融合;专精特新;人工智能;新能源汽车;比亚迪概念;多模态AI;AI语料;深股通,33,002226
601606.SH,8,兵装重组概念;军民融合;央企国企改革;军工;国企改革;新能源汽车;沪股通;融资融券,17,601606
603708.SH,8,预制菜;冷链物流;乡村振兴;智能物流;证金持股;2025年报预增;融资融券;沪股通,17,603708
002262.SZ,10,医药电商;仿制药一致性评价;创新药;阿尔茨海默概念;芬太尼;猴痘概念;医疗器械概念;智能医疗;深股通;融资融券,33,002262
600582.SH,11,高股息精选;煤炭概念;国企改革;央企国企改革;中俄贸易概念;人工智能;沪股通;融资融券;机器人概念;华为概念;F5G概念,17,600582
301027.SZ,24,房屋检测;光伏建筑一体化;建筑节能;新型城镇化;空间计算;智慧城市;绿色电力;数字乡村;地下管网;车联网(车路协同);装配式建筑;水利;数字经济;数据要素;污水处理;乡村振兴;数据中心;储能;DeepSeek概念;人工智能;西部大开发;一带一路;AIGC概念;融资融券,33,301027
002568.SZ,4,超级品牌;长三角一体化;深股通;融资融券,33,002568
603529.SH,8,共享单车;两轮车;钠离子电池;换电概念;鸿蒙概念;新能源汽车;融资融券;沪股通,17,603529
300996.SZ,18,华为鲲鹏;ERP概念;财税数字化;AI语料;AI智能体;AIGC概念;智慧政务;数据要素;信创;跨境支付(CIPS);网络安全;区块链;AI应用;人工智能;数字经济;互联网金融;小米概念;融资融券,33,300996
000525.SZ,9,草甘膦;农村电商;NMN概念;乡村振兴;合成生物;国企改革;深股通;摘帽;股权转让(并购重组),33,000525
920139.BJ,9,上海自贸区;融资融券;芯片概念;中芯国际概念;汽车芯片;MCU芯片;存储芯片;先进封装;专精特新,151,920139
920519.BJ,4,军工;融资融券;西部大开发;专精特新,151,920519
003018.SZ,1,液冷服务器,33,003018
603005.SH,16,先进封装;第三代半导体;汽车芯片;光刻机;芯片概念;汽车电子;消费电子概念;光刻胶;传感器;新能源汽车;华为概念;虚拟现实;人民币贬值受益;长三角一体化;沪股通;融资融券,17,603005
600073.SH,6,猪肉;预制菜;国企改革;上海国企改革;沪股通;融资融券,17,600073
603258.SH,9,AIGC概念;手机游戏;AI智能体;电子竞技;短剧游戏;网络游戏;虚拟现实;创投;沪股通,17,603258
300138.SZ,8,代糖概念;NMN概念;农业种植;乡村振兴;一带一路;2025年报预增;工业大麻;深股通,33,300138
603919.SH,6,白酒概念;啤酒概念;西部大开发;回购增持再贷款概念;沪股通;融资融券,17,603919
605277.SH,16,铜缆高速连接;汽车电子;消费电子概念;5G;液冷服务器;新能源汽车;华为概念;东数西算(算力);机器人概念;F5G概念;数据中心;光伏概念;充电桩;储能;融资融券;沪股通,17,605277
301277.SZ,9,流感;仿制药一致性评价;幽门螺杆菌概念;创新药;合成生物;CRO概念;减肥药;深股通;融资融券,33,301277
920304.BJ,4,融资融券;光热发电;化肥;储能,151,920304
600918.SH,4,期货概念;国企改革;沪股通;融资融券,17,600918
301595.SZ,8,专精特新;商业航天;智能家居;露营经济;注册制次新股;跨境电商;新股与次新股;融资融券,33,301595
002582.SZ,17,人造肉;跨境电商;职业教育;特色小镇;智能物流;网红经济;海峡两岸;创投;旅游概念;IP经济(谷子经济);啤酒概念;乡村振兴;预制菜;参股银行;农业种植;生态农业;新疆振兴,33,002582
920599.BJ,6,高股息精选;工业互联网;融资融券;回购增持再贷款概念;无人驾驶;西部大开发,151,920599
300261.SZ,12,NMN概念;合成生物;工业大麻;固废处理;肝炎概念;垃圾分类;医药电商;CRO概念;人民币贬值受益;跨境电商;深股通;融资融券,33,300261
002746.SZ,5,养鸡;预制菜;乡村振兴;深股通;融资融券,33,002746
002139.SZ,37,人形机器人;智能座舱;两轮车;无线耳机;无线充电;低空经济;机器人概念;机器视觉;无人机;无人驾驶;智能家居;安防;物联网;充电桩;新型工业化;鸿蒙概念;新能源汽车;光伏概念;储能;粤港澳大湾区;高压快充;人工智能;DeepSeek概念;AI智能体;阿里巴巴概念;锂电池概念;智能电网;钠离子电池;数据中心;绿色电力;人民币贬值受益;空气能热泵;养老概念;医美概念;AI应用;深股通;融资融券,33,002139
601888.SH,14,免税店;旅游概念;自由贸易港;跨境电商;数字经济;同花顺漂亮100;证金持股;国企改革;沪股通;融资融券;一带一路;央企国企改革;同花顺中特估100;中字头股票,17,601888
600745.SH,26,无线耳机;汽车芯片;AI手机;智能座舱;AI PC;小米概念;智能穿戴;芯片概念;人民币贬值受益;车联网(车路协同);消费电子概念;先进封装;虚拟现实;第三代半导体;华为概念;汽车电子;英伟达概念;苹果概念;5G;同花顺果指数;数据中心;液冷服务器;同花顺漂亮100;股权转让(并购重组);沪股通;融资融券,17,600745
300584.SZ,9,创新药;辅助生殖;肝炎概念;仿制药一致性评价;幽门螺杆菌概念;猴痘概念;固态电池;锂电池概念;深股通,33,300584
600903.SH,7,页岩气;天然气;西部大开发;国企改革;氢能源;沪股通;融资融券,17,600903
000678.SZ,11,减速器;股权转让(并购重组);军民融合;农机;军工;新能源汽车;比亚迪概念;人民币贬值受益;国企改革;深股通;融资融券,33,000678
600228.SH,10,ST板块;拼多多概念;抖音概念(字节概念);小红书概念;人工智能;百度概念;DeepSeek概念;小米概念;AI智能体;苹果概念,22,600228
002092.SZ,17,煤化工概念;煤炭概念;水泥概念;消毒剂;可降解塑料;新疆振兴;碳交易;碳中和;石墨烯;国企改革;西部大开发;一带一路;风电;跨境电商;深股通;职业教育;摘帽,33,002092
600755.SH,22,航运概念;统一大市场;福建自贸区;中俄贸易概念;国企改革;参股银行;参股券商;海峡两岸;一带一路;养老概念;期货概念;医疗器械概念;回购增持再贷款概念;智能医疗;DeepSeek概念;风电;锂电池概念;沪股通;融资融券;小金属概念;动力电池回收;华为数字能源,17,600755
600508.SH,9,煤炭概念;超超临界发电;绿色电力;国企改革;央企国企改革;虚拟电厂;储能;沪股通;融资融券,17,600508
920425.BJ,10,2025年报预增;MiniLED;消费电子概念;机器人概念;苹果概念;融资融券;AI眼镜;西部大开发;专精特新;机器视觉,151,920425
920725.BJ,6,芯片概念;第三代半导体;融资融券;6G概念;专精特新;培育钻石,151,920725
603566.SH,9,动物疫苗;禽流感;宠物经济;医药电商;中俄贸易概念;创投;2025年报预增;沪股通;融资融券,17,603566
002853.SZ,6,C2M概念;网红经济;智能家居;粤港澳大湾区;物联网;股权转让(并购重组),33,002853
002427.SZ,4,国企改革;海工装备;新能源汽车;深股通,33,002427
300845.SZ,15,职业教育;数字孪生;虚拟现实;人工智能;军工;元宇宙;军民融合;车联网(车路协同);军工信息化;高铁;大飞机;专精特新;机器视觉;航空发动机;一带一路,33,300845
600486.SH,8,草甘膦;乡村振兴;国企改革;央企国企改革;人民币贬值受益;同花顺出海50;沪股通;融资融券,17,600486
002032.SZ,5,高股息精选;深股通;融资融券;家用电器;一带一路,33,002032
920508.BJ,7,物联网;融资融券;特高压;机器人概念;无人机;智能电网;固态电池,151,920508
000505.SZ,8,粮食概念;转基因;海南自贸区;国企改革;网红经济;京津冀一体化;一带一路;融资融券,33,000505
002394.SZ,3,数字经济;创投;一带一路,33,002394
600592.SH,13,人形机器人;军民融合;大飞机;军工;商业航天;新能源汽车;海峡两岸;海工装备;风电;国企改革;参股券商;融资融券;沪股通,17,600592
002204.SZ,14,高端装备;海工装备;核电;军工;商业航天;机器人概念;风电;雄安新区;无人驾驶;数字孪生;国企改革;超超临界发电;深股通;融资融券,33,002204
001382.SZ,9,特高压;智能电网;风电;核电;储能;光伏概念;机器人概念;深股通;融资融券,33,001382
688426.SH,6,医疗器械概念;猴痘概念;基因测序;幽门螺杆菌概念;流感;融资融券,17,688426
603112.SH,8,3D打印;新能源汽车;机器人概念;工业互联网;光伏概念;DeepSeek概念;绿色电力;沪股通,17,603112
600223.SH,23,合成生物;仿制药一致性评价;流感;医美概念;三胎概念;宠物经济;眼科医疗;创新药;重组蛋白;物业管理;旅游概念;医疗器械概念;网红经济;国企改革;独角兽概念;海峡两岸;人工智能;DeepSeek概念;虚拟数字人;元宇宙;腾讯概念;融资融券;沪股通,17,600223
000852.SZ,19,页岩气;可燃冰;天然气;俄乌冲突概念;央企国企改革;氢能源;地下管网;国企改革;海工装备;一带一路;雄安新区;燃料电池;高端装备;数字经济;储能;工业互联网;专精特新;深股通;融资融券,33,000852
301290.SZ,4,血氧仪;医疗器械概念;重组蛋白;融资融券,33,301290
000735.SZ,13,猪肉;养鸡;海南自贸区;生态农业;动物疫苗;乡村振兴;自由贸易港;统一大市场;冷链物流;宠物经济;职业教育;深股通;融资融券,33,000735
688775.SH,14,无人机;语音技术;人工智能;芯片概念;消费电子概念;虚拟现实;机器人概念;科创次新股;人民币贬值受益;粤港澳大湾区;注册制次新股;跨境电商;新股与次新股;融资融券,17,688775
600210.SH,11,可降解塑料;锂电池概念;固态电池;创投;绿色电力;比亚迪概念;飞行汽车(eVTOL);低空经济;大飞机;沪股通;融资融券,17,600210
601111.SH,7,中字头股票;证金持股;国企改革;央企国企改革;同花顺中特估100;沪股通;融资融券,17,601111
002327.SZ,1,深股通,33,002327
300511.SZ,7,人造肉;NMN概念;农业种植;乡村振兴;一带一路;细胞免疫治疗;股权转让(并购重组),33,300511
601155.SH,5,物业管理;装配式建筑;养老概念;沪股通;融资融券,17,601155
603559.SH,5,ST板块;时空大数据;云计算;数据中心;5G,22,603559
920275.BJ,3,融资融券;宠物经济;合成生物,151,920275
603977.SH,21,航空发动机;军民融合;军工信息化;军工;商业航天;无人机;民爆概念;3D打印;高铁;雅下水电概念;芯片概念;小金属概念;工业互联网;DeepSeek概念;国企改革;虚拟现实;数字经济;智慧政务;元宇宙;AI应用;沪股通,17,603977
003022.SZ,14,煤化工概念;POE胶膜;环氧丙烷;钠离子电池;可降解塑料;固态电池;锂电池概念;HJT电池;光伏概念;光刻胶;PEEK材料;芯片概念;融资融券;深股通,33,003022
002731.SZ,5,黄金概念;锂电池概念;三胎概念;IP经济(谷子经济);ST板块,33,002731
688319.SH,8,幽门螺杆菌概念;生物疫苗;专精特新;流感;创新药;西部大开发;沪股通;融资融券,17,688319
002058.SZ,11,特斯拉概念;长安汽车概念;新型工业化;新能源汽车;ST板块;传感器;固态电池;创投;石墨烯;锂电池概念;股权转让(并购重组),33,002058
600674.SH,8,证金持股;绿色电力;国企改革;沪股通;融资融券;西部大开发;回购增持再贷款概念;光纤概念,17,600674
603037.SH,13,小米汽车;特斯拉概念;华为汽车;专精特新;比亚迪概念;新能源汽车;小米概念;长安汽车概念;同花顺新质50;无人驾驶;储能;氢能源;股权转让(并购重组),17,603037
000695.SZ,5,石墨电极;固态电池;锂电池概念;储能;光伏概念,33,000695
920781.BJ,8,天然气;融资融券;高端装备;军工;西部大开发;核电;核污染防治;专精特新,151,920781
600305.SH,4,超级品牌;国企改革;沪股通;融资融券,17,600305
002951.SZ,8,蚂蚁集团概念;数字经济;超级电容;储能;风电;西部大开发;深股通;摘帽,33,002951
600597.SH,9,超级品牌;乳业;冷链物流;上海国企改革;三胎概念;国企改革;数字经济;沪股通;融资融券,17,600597
300452.SZ,3,合成生物;医美概念;专精特新,33,300452
601319.SH,6,中字头股票;同花顺中特估100;蚂蚁集团概念;国企改革;融资融券;沪股通,17,601319
301308.SZ,24,存储芯片;国家大基金持股;AI PC;AI手机;先进封装;EDR概念;芯片概念;AI眼镜;消费电子概念;智能穿戴;智能座舱;小米概念;数据中心;专精特新;信创;华为概念;数据安全;机器人概念;2025年报预增;小米汽车;华为鲲鹏;人民币贬值受益;深股通;融资融券,33,301308
603075.SH,10,医疗器械概念;汽车热管理;家用电器;人民币贬值受益;新能源汽车;智能家居;机器人概念;芯片概念;沪股通;融资融券,17,603075
002617.SZ,13,第三代半导体;特斯拉概念;人形机器人;新能源汽车;芯片概念;机器人概念;电力物联网;5G;智能家居;绿色电力;跨境电商;深股通;融资融券,33,002617
300444.SZ,36,柔性直流输电;智能电网;电力物联网;虚拟电厂;华为数字能源;风电;高压快充;充电桩;换电概念;光伏概念;光伏建筑一体化;绿色电力;储能;海工装备;碳中和;数据中心;钒电池;数字孪生;工业互联网;高端装备;京津冀一体化;人工智能;2025年报预增;数字经济;一带一路;新疆振兴;东数西算(算力);华为概念;长安汽车概念;机器人概念;新能源汽车;锂电池概念;比亚迪概念;固态电池;股权转让(并购重组);深股通,33,300444
920020.BJ,5,无人驾驶;专精特新;新股与次新股;融资融券;人民币贬值受益,151,920020
600509.SH,14,超超临界发电;绿色电力;抽水蓄能;智能电网;一带一路;第三代半导体;国企改革;新疆振兴;西部大开发;芯片概念;AI眼镜;天然气;融资融券;沪股通,17,600509
