所属概念,market_code,股票代码,所属概念数量,code
芯片概念;光伏概念;特高压;宁德时代概念;充电桩;智能电网;数据中心(AIDC);储能;电力物联网;工业互联网;虚拟电厂;钒电池;碳中和;绿色电力;深股通;融资融券,33,002169.SZ,16,002169
人工智能;中俄贸易概念;电子竞技;智能物流;人民币贬值受益;粤港澳大湾区;一带一路;机器人概念;数据中心(AIDC);消费电子概念;芯片概念;融资融券,33,301503.SZ,12,301503
同花顺中特估100;参股券商;PPP概念;国企改革;京津冀一体化;央企国企改革;土壤修复;数据要素;智慧城市;深股通;融资融券,33,001965.SZ,11,001965
减速器;高端装备;专精特新;机器人概念;海工装备;光伏概念;国企改革;沪股通;股权转让(并购重组),17,605389.SH,9,605389
中芯国际概念;光刻胶;专精特新;宁德时代概念;先进封装;芯片概念;华为概念;华为海思概念股,17,603324.SH,8,603324
水泥概念;装配式建筑;雄安新区;国企改革;新疆振兴;西部大开发;同花顺中特估100;一带一路;央企国企改革;数字经济;风电;核电;3D打印;深股通;融资融券,33,002302.SZ,15,002302
F5G概念;光纤概念;共封装光学(CPO);6G概念;5G;液冷服务器;芯片概念;量子科技;数据中心(AIDC);东数西算(算力);华为概念;阿里巴巴概念;抖音概念(字节概念);腾讯概念;百度概念;央企国企改革;国企改革;深股通;融资融券;股权转让(并购重组),33,002281.SZ,20,002281
蚂蚁集团概念;人工智能;AIGC概念;阿里巴巴概念;鸿蒙概念;智谱AI;华为概念;数字经济;DeepSeek概念;智慧政务;区块链;京津冀一体化;互联网金融;融资融券;信创;数据要素,151,920592.BJ,16,920592
高股息精选;虚拟数字人;智能家居;粤港澳大湾区;石墨烯;深股通,33,003012.SZ,6,003012
移动支付;数据确权;AIGC概念;元宇宙;知识产权保护;数据安全;区块链;数字货币;AI应用;AI智能体;网络安全;安防;云计算;车联网(车路协同);AI视频;互联网金融;AI语料;ETC;人工智能;DeepSeek概念;跨境支付(CIPS);NFT概念;数字水印;文化传媒概念;星闪概念;短剧游戏;华为概念;IP经济(谷子经济);无人机;商业航天;5G;AI手机;WiFi 6;芯片概念;华为海思概念股;光纤概念;融资融券;深股通,33,300079.SZ,38,300079
超级品牌;啤酒概念;证金持股;同花顺漂亮100;国企改革;沪股通;融资融券,17,600600.SH,7,600600
猴痘概念;流感;宠物经济;智能医疗;人民币贬值受益;沪股通;融资融券,17,688075.SH,7,688075
汽车芯片;MCU芯片;第三代半导体;WiFi 6;存储芯片;MiniLED;芯片概念;5G;先进封装;无线耳机;毫米波雷达;新型烟草(电子烟);专精特新;智能家居;粤港澳大湾区;海峡两岸;深股通;融资融券,33,300671.SZ,18,300671
养鸡;猪肉;预制菜;乡村振兴;冷链物流,33,002982.SZ,5,002982
芯片概念;有机硅概念;先进封装;粤港澳大湾区;装配式建筑;深股通;股权转让(并购重组),33,001212.SZ,7,001212
医疗器械概念;新股与次新股;融资融券,151,920180.BJ,3,920180
家庭医生;智能医疗;AI应用;医疗器械概念;三胎概念;人民币贬值受益;肝炎概念;参股保险;西部大开发;医药电商;深股通;融资融券,33,300049.SZ,12,300049
中国AI 50;智能电网;数据中心(AIDC);抽水蓄能;核电;阿里巴巴概念;百度概念;光伏概念;储能;华为概念;风电;数字孪生;海工装备;数据要素;工业互联网;专精特新;高端装备;雅下水电概念;新能源汽车;机器人概念;海南自贸区;融资融券;沪股通,17,688676.SH,23,688676
物联网;网络安全;军工信息化;军工;数据要素;5G;人工智能;6G概念;商业航天;股权转让(并购重组);融资融券,17,688175.SH,11,688175
算力租赁;云计算;网络安全;东数西算(算力);智慧政务;信创;数据确权;时空大数据;阿里巴巴概念;腾讯概念;百度概念;数据中心(AIDC);抖音概念(字节概念);ETC;智慧城市;区块链;AI应用;物联网;数字乡村;车联网(车路协同);安防;华为概念;DeepSeek概念;独角兽概念;互联网金融;数字经济;5G;液冷服务器;水利;文化传媒概念;一带一路;网红经济;西部大开发;新疆振兴;深股通,33,300603.SZ,35,300603
生物疫苗;肝炎概念;仿制药一致性评价;国企改革;央企国企改革;深股通;融资融券,33,300294.SZ,7,300294
液冷服务器;算力租赁;数据中心(AIDC);东数西算(算力);石墨烯;充电桩;空气能热泵;锂电池概念;无人驾驶;储能;汽车热管理;新能源汽车;动力电池回收;超级电容;氢能源;家用电器,33,002418.SZ,16,002418
HJT电池;BC电池;硅能源;光伏概念;数据中心(AIDC);专精特新;超导概念;融资融券,33,301266.SZ,8,301266
煤炭概念;绿色电力;风电;国企改革;沪股通;融资融券,17,600758.SH,6,600758
2025年报预增;深股通;融资融券,33,300984.SZ,3,300984
机器视觉;智能座舱;卫星导航;长安汽车概念;比亚迪概念;人形机器人;语音技术;新型工业化;机器人概念;小米概念;军工;汽车热管理;智能穿戴;物联网;商业航天;智能家居;汽车电子;家用电器;人工智能;2025年报预增;人民币贬值受益;5G;AI智能体;粤港澳大湾区;芯片概念;智能医疗;DeepSeek概念;汽车芯片;华为海思概念股;储能;一带一路;第三代半导体;深股通;融资融券,33,002402.SZ,34,002402
卫星导航;商业航天;液冷服务器;军民融合;军工;5G;光纤概念;换电概念;数据中心(AIDC);无人机;比亚迪概念;华为概念;高铁;低空经济;机器人概念;新能源汽车;锂电池概念;人形机器人;海工装备;共封装光学(CPO);高压快充;华为汽车;长安汽车概念;充电桩;储能;共同富裕示范区;一带一路;风电;深股通;融资融券,33,300351.SZ,30,300351
参股保险;国企改革;长安汽车概念;华为汽车;低空经济;机器人概念;新能源汽车;特斯拉概念;无人驾驶;机器视觉;比亚迪概念;小米概念;传感器;智能座舱;芯片概念;沪股通;融资融券,17,600742.SH,17,600742
,17,601113.SH,0,601113
卫星导航;商业航天;军工;芯片概念;存储芯片;西部大开发;ST板块,22,688053.SH,7,688053
污水处理;雄安新区;京津冀一体化;氢能源;PPP概念;股权转让(并购重组),17,603903.SH,6,603903
海峡两岸;消费电子概念;ST板块;人民币贬值受益,22,603580.SH,4,603580
人民币贬值受益;参股银行;3D打印;融资融券,33,301356.SZ,4,301356
柔性屏(折叠屏);AI PC;苹果概念;无线耳机;消费电子概念;智能穿戴;第三代半导体;5G;东数西算(算力);比亚迪概念;数据中心(AIDC);虚拟现实;新能源汽车;储能;人民币贬值受益;深股通;融资融券,33,002947.SZ,17,002947
智慧城市;多模态AI;职业教育;AI智能体;物联网;车联网(车路协同);人工智能;DeepSeek概念;虚拟现实;高铁;无人机;智能电网;专精特新;机器视觉;机器人概念;高端装备;新型工业化;一带一路;西部大开发;雅下水电概念;钒电池;小金属概念,33,300789.SZ,22,300789
动物疫苗;生物疫苗;合成生物;西部大开发;融资融券;深股通,33,300841.SZ,6,300841
数据确权;电子身份证;智慧政务;数据安全;数字货币;信创;人脸识别;区块链;鸿蒙概念;数据要素;移动支付;数字经济;跨境支付(CIPS);拼多多概念;华为概念;DeepSeek概念;物联网;人工智能;智能电网;专精特新;智能音箱;工业互联网;粤港澳大湾区;食品安全;机器视觉;智能医疗;机器人概念;智能物流;中俄贸易概念;军工;华为海思概念股;消费电子概念;芯片概念;2026一季报预增;深股通,33,300531.SZ,35,300531
托育服务;体育产业;IP经济(谷子经济);宠物经济;文化传媒概念;三胎概念;跨境电商;共同富裕示范区;一带一路;国企改革;人民币贬值受益;人工智能;绿色电力;深股通,33,300703.SZ,14,300703
化肥;煤化工概念;乡村振兴;西部大开发;国企改革;深股通;融资融券,33,000912.SZ,7,000912
光伏概念;一带一路;长三角一体化;融资融券;沪股通,17,601865.SH,5,601865
装配式建筑;水泥概念;新型工业化;机器人概念;氢能源;融资融券,17,603273.SH,6,603273
中俄贸易概念;长安汽车概念;工业互联网;机器人概念;新能源汽车;军工;军民融合;深股通,33,002406.SZ,8,002406
AI应用;AI智能体;网络安全;DeepSeek概念;信创;虚拟数字人;云计算;数据安全;军工信息化;专精特新;军民融合;军工;数据中心(AIDC);融资融券,17,688132.SH,14,688132
可降解塑料;高端装备;环氧丙烷;融资融券,33,301601.SZ,4,301601
液冷服务器;第三代半导体;富士康概念;5G;数据中心(AIDC);宁德时代概念;华为概念;比亚迪概念;储能;新能源汽车;2025年报预增;汽车热管理;小米汽车;海峡两岸;粤港澳大湾区;家用电器;创投;深股通,33,300731.SZ,18,300731
共封装光学(CPO);5G;数据中心(AIDC);海峡两岸;创投;碳中和;一带一路;乡村振兴;国企改革;沪股通,17,600103.SH,10,600103
储能;华为概念;比亚迪概念;新能源汽车;高压快充;锂电池概念;宁德时代概念;智能穿戴;消费电子概念;苹果概念;AI眼镜;深股通;融资融券,33,301180.SZ,13,301180
Web3.0;虚拟数字人;AIGC概念;智慧政务;网络安全;信创;华为鲲鹏;在线教育;AI智能体;鸿蒙概念;元宇宙;数据要素;智慧城市;数字经济;DeepSeek概念;人工智能;算力租赁;时空大数据;智能电网;数字孪生;物联网;京津冀一体化;东数西算(算力);华为概念;虚拟现实;数据中心(AIDC);低空经济;乡村振兴;食品安全;机器人概念;军工;卫星导航;5G;MCU芯片;芯片概念;共封装光学(CPO);深股通;融资融券,33,300287.SZ,38,300287
高端装备;机器人概念;海工装备;风电;股权转让(并购重组);融资融券,33,001239.SZ,6,001239
水利;智慧政务;数据安全;数据要素;AI应用;智慧城市;阿里巴巴概念;共同富裕示范区;人脸识别;空间计算;人工智能;DeepSeek概念;安防;时空大数据;网络安全;一带一路;传感器;低空经济;物联网;机器人概念;华为概念;机器视觉;智能电网;人形机器人;智能医疗;无人机;数据中心(AIDC);专精特新;卫星导航;股权转让(并购重组);融资融券,33,301218.SZ,31,301218
智能音箱;汽车芯片;智能穿戴;无线耳机;AI眼镜;传感器;汽车电子;先进封装;芯片概念;物联网;5G;存储芯片;智能家居;抖音概念(字节概念);专精特新;数据中心(AIDC);人工智能;海峡两岸;2025年报预增;智能医疗;养老概念;深股通;融资融券,33,300493.SZ,23,300493
专精特新;智慧城市;数据要素;芯片概念;工业互联网;AI智能体;人工智能;第三代半导体;AI应用;DeepSeek概念;空气能热泵;新型城镇化;碳中和;新疆振兴;融资融券,33,301129.SZ,15,301129
PCB概念;5G;富士康概念;数据中心(AIDC);毫米波雷达;华为概念;腾讯概念;信创;专精特新;6G概念;汽车电子;粤港澳大湾区;百度概念;特高压;比亚迪概念;职业教育;无人机;工业互联网;军工;新型工业化;机器人概念;商业航天;创投;柔性直流输电;智能医疗;中俄贸易概念;虚拟电厂;融资融券,33,301041.SZ,28,301041
芯片概念;专精特新;沪股通;融资融券,17,688721.SH,4,688721
国资云;智慧政务;知识产权保护;数据确权;数字乡村;智慧城市;腾讯概念;文化传媒概念;百度概念;DeepSeek概念;短剧游戏;人工智能;互联网金融;华为概念;算力租赁;智能家居;东数西算(算力);PPP概念;数据中心(AIDC);5G;乡村振兴;农村电商;国企改革;西部大开发;摘帽,17,600831.SH,25,600831
存储芯片;芯片概念;PCB概念;富士康概念;第三代半导体;柔性屏(折叠屏);消费电子概念;专精特新;3D打印;比亚迪概念;新型工业化;工业母机;机器人概念;高端装备;大飞机,33,300606.SZ,15,300606
职业教育;在线教育;ChatGPT概念;AI视频;人工智能;AI应用;DeepSeek概念;东数西算(算力);芯片概念;股权转让(并购重组);深股通,33,300192.SZ,11,300192
消费电子概念;智能穿戴;虚拟现实;华为概念;安防;液冷服务器;AI眼镜;无人机;新能源汽车;元宇宙;光伏概念;石墨烯;锂电池概念;固态电池;中俄贸易概念;共同富裕示范区;深股通,33,002632.SZ,17,002632
专精特新;粤港澳大湾区;融资融券,33,300834.SZ,3,300834
智能物流;创投;比亚迪概念;新能源汽车;统一大市场,17,605151.SH,5,605151
ST板块;储能;天然气;医药电商,22,600107.SH,4,600107
供销社;固废处理;西部大开发;垃圾分类;动力电池回收;金属回收;金属铜;沪股通;融资融券,17,600217.SH,9,600217
MCU芯片;芯片概念;星闪概念;智能音箱;智能穿戴;AI眼镜;小米概念;无线耳机;消费电子概念;物联网;华为概念;专精特新;语音技术;机器人概念;人工智能;粤港澳大湾区;2025年报预增;独角兽概念;沪股通;融资融券,17,688049.SH,20,688049
算力租赁;云计算;智谱AI;华为欧拉;华为鲲鹏;东数西算(算力);网络安全;信创;智慧政务;数据中心(AIDC);英伟达概念;物联网;华为概念;DeepSeek概念;数字经济;互联网金融;低空经济;无人驾驶;融资融券,17,688316.SH,19,688316
柔性屏(折叠屏);MicroLED概念;MiniLED;OLED;新型工业化;华为概念;新能源汽车;智能物流;摘帽;股权转让(并购重组),33,300097.SZ,10,300097
电力物联网;智能电网;虚拟电厂;充电桩;物联网;阿里巴巴概念;人工智能;智慧城市;腾讯概念;华为概念;华为数字能源;水利;专精特新;芯片概念;沪股通;融资融券,17,688100.SH,16,688100
职业教育;在线教育;ST板块;虚拟数字人;元宇宙;ChatGPT概念;百度概念;储能;虚拟电厂;钠离子电池,33,300338.SZ,10,300338
俄乌冲突概念;页岩气;天然气;新疆振兴;碳中和;西部大开发;一带一路;人民币贬值受益,33,300164.SZ,8,300164
传感器;芯片概念;5G;小米概念;智慧灯杆;汽车电子;华为概念;无线耳机;物联网;比亚迪概念;存储芯片;机器人概念;智慧城市;MiniLED;元宇宙;海峡两岸;人民币贬值受益,33,300650.SZ,17,300650
固态电池;数据中心(AIDC);地下管网;中俄贸易概念;食品安全;核电;页岩气;液冷服务器;融资融券;白酒概念;专精特新;海工装备;人民币贬值受益;高端装备;军工,151,920225.BJ,15,920225
物业管理;深圳国企改革;国企改革;粤港澳大湾区;黄金概念;深股通;融资融券,33,000025.SZ,7,000025
消毒剂;合成生物;乡村振兴;创投;碳中和;2025年报预增;人工智能;工业互联网;锂电池概念;固态电池;深股通;融资融券,33,002734.SZ,12,002734
光刻机;人形机器人;飞行汽车(eVTOL);汽车热管理;低空经济;汽车电子;专精特新;新能源汽车;芯片概念;特斯拉概念;机器人概念;军工;融资融券,151,920690.BJ,13,920690
融资融券;天然气;专精特新;大飞机;氢能源,151,920014.BJ,5,920014
