所属概念,market_code,code,所属概念数量,股票代码
PPP概念;水利;新型城镇化;国企改革;风电;一带一路;智慧灯杆;西部大开发;ETC;新疆振兴;土地流转;2025年报预增;人工智能;商业航天;卫星导航;AI智能体;融资融券;深股通,33,002941,18,002941.SZ
黄金概念;IP经济(谷子经济);股权转让(并购重组),17,603900,3,603900.SH
参股银行;跨境电商;网红经济;一带一路;人民币贬值受益,17,600439,5,600439.SH
电力物联网;语音技术;虚拟电厂;智能电网;华为数字能源;东数西算(算力);物联网;智慧城市;智慧政务;数字孪生;数据要素;职业教育;华为概念;数字乡村;数字经济;虚拟现实;充电桩;智能家居;工业互联网;5G;碳交易;储能;碳中和;光伏概念;芯片概念;乡村振兴;农机,33,300513,27,300513.SZ
数字货币;跨境支付(CIPS);移动支付;蚂蚁集团概念;互联网金融;区块链;华为鲲鹏;信创;数据要素;腾讯概念;低空经济;华为概念;工业互联网;创投;华为汽车;参股券商;长安汽车概念;比亚迪概念;一带一路;深股通;融资融券,33,300180,21,300180.SZ
装配式建筑;新型城镇化;建筑节能;雄安新区;横琴新区;粤港澳大湾区;光伏建筑一体化;华为概念;国企改革;风电,33,300621,10,300621.SZ
猴痘概念;辅助生殖;医疗器械概念;智能医疗;生物疫苗;重组蛋白;国企改革;股权转让(并购重组),33,300289,8,300289.SZ
军工;新能源汽车;光伏概念;深股通;融资融券;股权转让(并购重组),33,002501,6,002501.SZ
专精特新;2025年报预增;机器人概念;机器视觉,33,300509,4,300509.SZ
手机游戏;网络游戏;IP经济(谷子经济);电子竞技;AIGC概念;DeepSeek概念;抖音概念(字节概念);腾讯概念;人工智能;云游戏;虚拟现实;华为概念;AI应用;人民币贬值受益;深股通;融资融券,33,002174,16,002174.SZ
航运概念;天然气;统一大市场;网约车;农村电商;新疆振兴;冷链物流;海峡两岸;ETC;乡村振兴;卫星导航;水利;一带一路;国企改革;军工;氢能源;垃圾分类;智慧城市;污水处理;职业教育;燃料电池;车联网(车路协同);机器人概念;人工智能;新能源汽车;充电桩;储能;宁德时代概念,33,002682,28,002682.SZ
航空发动机;军民融合;军工;无人机;商业航天;高端装备;传感器;专精特新;共封装光学(CPO);东数西算(算力);人工智能;独角兽概念;DeepSeek概念;算力租赁;智能医疗;沪股通;融资融券,17,688685,17,688685.SH
动物疫苗;合成生物;生物疫苗;西部大开发;融资融券;深股通,33,300841,6,300841.SZ
物业管理,17,600280,1,600280.SH
创新药;CRO概念;阿尔茨海默概念;仿制药一致性评价;流感;民营医院;西部大开发,17,603669,7,603669.SH
绿色电力;风电;地下管网;污水处理;充电桩;国企改革;PPP概念;一带一路;燃料电池,17,600969,9,600969.SH
数字货币;移动支付;互联网金融;蚂蚁集团概念;区块链;数字经济;元宇宙;NFT概念;华为概念;跨境电商;5G;华为汽车;比亚迪概念;冷链物流;家用电器;新能源汽车;特斯拉概念;2025年报预增;深股通;融资融券,33,002537,20,002537.SZ
商业航天;专精特新;智能家居;露营经济;注册制次新股;跨境电商;新股与次新股;融资融券,33,301595,8,301595.SZ
减速器;人形机器人;汽车热管理;特斯拉概念;大飞机;机器人概念;新能源汽车;无人机;高端装备;商业航天;军工;风电;特钢概念;沪股通;融资融券,17,603667,15,603667.SH
减肥药;创新药;医美概念;雄安新区;深股通;融资融券,33,300255,6,300255.SZ
土壤修复;碳交易;PPP概念;污水处理;固废处理;水利;虚拟电厂;乡村振兴;生态农业;国企改革;储能;共同富裕示范区;东数西算(算力);阿里巴巴概念;股权转让(并购重组);固态电池;融资融券,33,300266,17,300266.SZ
数字货币;移动支付;互联网金融;鸿蒙概念;信创;数字经济;数据要素;网络安全;数据安全;芯片概念;融资融券,33,300333,11,300333.SZ
互联网金融;互联网保险;区块链;华为鲲鹏;信创;数据要素;AI智能体;数字经济;DeepSeek概念;智慧城市;独角兽概念;腾讯概念;人工智能;虚拟数字人;华为概念;AI应用;沪股通;融资融券,17,600446,18,600446.SH
数据中心;参股银行;储能;光伏概念;专精特新;军工;智能电网;融资融券,151,920062,8,920062.BJ
华为欧拉;数据安全;华为鲲鹏;信创;云计算;华为昇腾;人脸识别;鸿蒙概念;AI智能体;数据要素;阿里巴巴概念;ChatGPT概念;算力租赁;AIGC概念;智慧城市;人工智能;DeepSeek概念;互联网金融;华为概念;跨境支付(CIPS);机器视觉;5G;专精特新;AI应用;融资融券,17,688058,25,688058.SH
军民融合;军工;商业航天;无人机;低空经济;高端装备;核电;高铁;水利;无人驾驶;工业互联网;风电;储能;国企改革;抽水蓄能;沪股通;融资融券,17,600416,17,600416.SH
华为鲲鹏;数据安全;华为欧拉;信创;云办公;云计算;网络安全;国产操作系统;DeepSeek概念;华为概念;养老概念;机器人概念;专精特新;商业航天;人形机器人;智能电网;融资融券,17,688152,17,688152.SH
脑机接口;军工信息化;商业航天;无人机;军工;低空经济;核污染防治;PM2.5;房屋检测;机器人概念;人形机器人;医疗器械概念;5G;海工装备;食品安全;京津冀一体化;辅助生殖;特斯拉概念;新能源汽车;基因测序;猴痘概念;CRO概念;三胎概念;幽门螺杆菌概念;土壤修复;储能;碳中和;肝炎概念;碳交易;深股通;融资融券,33,300887,31,300887.SZ
锂电池概念;融资融券,17,603285,2,603285.SH
互联网金融;鸿蒙概念;数据中心;AI应用;股权转让(并购重组);沪股通;融资融券,17,601519,7,601519.SH
高铁;比亚迪概念;无人驾驶,33,300851,3,300851.SZ
预制菜;猪肉;宠物经济;冷链物流;乡村振兴;网红经济;回购增持再贷款概念;绿色电力,33,002330,8,002330.SZ
医疗器械概念;融资融券,17,688613,2,688613.SH
BC电池;钙钛矿电池;POE胶膜;光伏概念;新能源汽车;融资融券,17,688680,6,688680.SH
物业管理;土地流转;装配式建筑;福建自贸区;国企改革;海峡两岸;跨境电商;京津冀一体化;一带一路;深股通,33,000797,10,000797.SZ
人形机器人;汽车热管理;比亚迪概念;新能源汽车;无人驾驶;深股通;融资融券,33,300969,7,300969.SZ
毛发医疗;医美概念;合成生物;医疗器械概念;重组蛋白;减肥药;同花顺漂亮100;专精特新;深股通;融资融券,33,300896,10,300896.SZ
中俄贸易概念;百度概念;一带一路;新能源汽车;深股通;融资融券,33,000980,6,000980.SZ
共同富裕示范区,17,605500,1,605500.SH
黄金概念;培育钻石;央企国企改革;同花顺中特估100;回购增持再贷款概念;国企改革;中字头股票;沪股通;融资融券,17,600916,9,600916.SH
成飞概念;粤港澳大湾区,33,001268,2,001268.SZ
粤港澳大湾区;百度概念;人工智能;新型城镇化;元宇宙;AIGC概念;DeepSeek概念;旅游概念;雄安新区;乡村振兴;融资融券,33,300844,11,300844.SZ
免税店;海南自贸区;冰雪产业;旅游概念;露营经济;体育产业;跨境支付(CIPS);互联网金融;乡村振兴;养老概念;海峡两岸;国企改革;回购增持再贷款概念;深股通,33,000796,14,000796.SZ
仿制药一致性评价;创新药;幽门螺杆菌概念;肝炎概念;猴痘概念;2025年报预增;股权转让(并购重组);融资融券,33,002370,8,002370.SZ
华为鲲鹏;AI语料;财税数字化;ERP概念;AIGC概念;智慧政务;AI智能体;信创;数据要素;区块链;网络安全;跨境支付(CIPS);AI应用;人工智能;互联网金融;数字经济;小米概念;融资融券,33,300996,18,300996.SZ
减速器;人形机器人;商业航天;新型工业化;工业母机;传感器;富士康概念;机器人概念;比亚迪概念;新能源汽车;高端装备;专精特新;芯片概念;人工智能;PCB概念;燃料电池;海峡两岸;粤港澳大湾区;光伏概念;2025年报预增;氢能源;深股通,33,300503,22,300503.SZ
CRO概念;辅助生殖;猴痘概念;基因测序;幽门螺杆菌概念;肝炎概念;智能医疗;AI智能体;人工智能;专精特新;融资融券,33,301060,11,301060.SZ
粤港澳大湾区;人民币贬值受益;智能物流;机器人概念;消费电子概念;中俄贸易概念;人工智能;数据中心;芯片概念;一带一路;电子竞技;融资融券,33,301503,12,301503.SZ
数字货币;跨境支付(CIPS);互联网金融;区块链;Web3.0;数据确权;信创;云计算;AI智能体;数字经济;DeepSeek概念;华为概念;人工智能;NFT概念;粤港澳大湾区;参股银行;人民币贬值受益;融资融券;深股通,33,300468,19,300468.SZ
乡村振兴;白酒概念;农业种植,17,603779,3,603779.SH
眼科医疗;创新药;医美概念;医疗器械概念;专精特新;沪股通;融资融券,17,688198,7,688198.SH
脑机接口;AI应用;智能医疗;AI智能体;医疗器械概念;人工智能;DeepSeek概念;养老概念;专精特新;机器人概念;回购增持再贷款概念;旅游概念;融资融券;沪股通,17,688626,14,688626.SH
重组蛋白;创新药;阿尔茨海默概念;肝炎概念;猴痘概念;流感;智能医疗;医疗器械概念;食品安全;人工智能;京津冀一体化;回购增持再贷款概念;沪股通;融资融券,17,688068,14,688068.SH
建筑节能;装配式建筑;石墨烯;水利;锂电池概念;氢能源;海工装备;专精特新;芯片概念;稀土永磁,33,300405,10,300405.SZ
智能家居;安防;DeepSeek概念;地下管网;人脸识别;物联网;污水处理;鸿蒙概念;专精特新;无人零售;融资融券;智慧城市;传感器,151,920407,13,920407.BJ
机器视觉;人形机器人;新型工业化;机器人概念;工业互联网;数字孪生;长安汽车概念;比亚迪概念;特斯拉概念;高端装备;智能物流;新能源汽车;光伏概念;人民币贬值受益;回购增持再贷款概念;深股通;融资融券,33,300278,17,300278.SZ
流感;宠物经济;医疗器械概念;食品安全;粤港澳大湾区;专精特新;融资融券,33,300942,7,300942.SZ
短剧游戏;Sora概念(文生视频);知识产权保护;AI语料;文化传媒概念;手机游戏;NFT概念;虚拟数字人;AIGC概念;智谱AI;多模态AI;抖音概念(字节概念);IP经济(谷子经济);元宇宙;AI智能体;腾讯概念;百度概念;阿里巴巴概念;数据要素;网红经济;算力租赁;DeepSeek概念;人工智能;东数西算(算力);旅游概念;华为概念;冰雪产业;AI应用;融资融券;深股通,33,300133,30,300133.SZ
网络安全;量子科技;信创;智慧城市;人脸识别;安防;虚拟现实;智慧灯杆;物联网;机器视觉;人工智能;军工;专精特新;多模态AI;机器人概念;海峡两岸;福建自贸区;土壤修复;智能医疗;海工装备;AI应用;融资融券,17,688619,22,688619.SH
文化传媒概念;手机游戏;网络游戏;虚拟数字人;IP经济(谷子经济);云游戏;职业教育;区块链;AI应用;人工智能;虚拟现实;创投;2025年报预增,33,300148,13,300148.SZ
肝炎概念;流感;仿制药一致性评价;合成生物;维生素;国企改革,33,000952,6,000952.SZ
代糖概念;合成生物;维生素;参股银行;西部大开发;生物疫苗;融资融券;沪股通,17,600873,8,600873.SH
宠物经济;人民币贬值受益;融资融券;深股通,33,002891,4,002891.SZ
风电;海工装备;储能;金属锌;融资融券;专精特新,151,920634,6,920634.BJ
人造肉;宠物经济;共同富裕示范区;网红经济,33,003030,4,003030.SZ
AIGC概念;AI智能体;数据要素;智能医疗;腾讯概念;人工智能;DeepSeek概念;基因测序;食品安全;华为概念;细胞免疫治疗;医疗器械概念;AI应用;幽门螺杆菌概念;肝炎概念;机器人概念;冷链物流;融资融券;沪股通,17,603882,19,603882.SH
专精特新;新型工业化;芯片概念;低空经济;稀土永磁;融资融券,33,301273,6,301273.SZ
东数西算(算力);算力租赁;新型城镇化;芯片概念;垃圾分类;PPP概念;摘帽,33,300536,7,300536.SZ
星闪概念;智能音箱;语音技术;智能穿戴;无线耳机;小米概念;AI眼镜;芯片概念;人工智能;中国AI 50;华为概念;阿里巴巴概念;消费电子概念;人民币贬值受益;融资融券;沪股通,17,688608,16,688608.SH
无人驾驶;比亚迪概念;高端装备;污水处理;芯片概念;机器人概念;物联网;新能源汽车;机器视觉;高铁;第三代半导体;智能物流;车联网(车路协同);智能医疗;烟草;融资融券;工业互联网;固废处理;专精特新;数字孪生;京津冀一体化;垃圾分类;国企改革;一体化压铸;新型工业化;央企国企改革;工业母机;医疗废物处理,151,920579,28,920579.BJ
AI应用;智能医疗;辅助生殖;基因测序;AI语料;三胎概念;AI智能体;医疗器械概念;数据要素;智谱AI;DeepSeek概念;人工智能;腾讯概念;京津冀一体化;西部大开发;海峡两岸,33,000710,16,000710.SZ
在线教育;职业教育;数字经济;DeepSeek概念;人工智能;横琴新区;三胎概念;创投,33,300359,8,300359.SZ
CRO概念;减肥药;创新药;仿制药一致性评价;食品安全;DeepSeek概念;融资融券,33,301520,7,301520.SZ
航运概念;统一大市场;国企改革;智能物流;创投;数字货币;数字经济;长三角一体化;数据要素;沪股通,17,600794,10,600794.SH
两轮车;人形机器人;人民币贬值受益;机器人概念;专精特新;跨境电商;2025年报预增;无人驾驶;2026一季报预增;深股通;融资融券,33,301345,11,301345.SZ
有机硅概念;CRO概念;人造肉;锂电池概念;创新药;肝炎概念;合成生物;猴痘概念;光刻胶;化肥;2026一季报预增;融资融券;深股通,33,300497,13,300497.SZ
物业管理;垃圾分类;雄安新区;创投;国企改革;京津冀一体化;军民融合,17,600463,7,600463.SH
智慧政务;区块链;鸿蒙概念;华为鲲鹏;AI智能体;数据要素;信创;AIGC概念;智谱AI;腾讯概念;阿里巴巴概念;多模态AI;元宇宙;华为昇腾;数字经济;DeepSeek概念;时空大数据;智慧城市;人工智能;车联网(车路协同);ETC;数字孪生;安防;智能医疗;虚拟现实;华为概念;京津冀一体化;低空经济;机器视觉;卫星导航;无人驾驶;机器人概念;AI应用;AI眼镜;人形机器人;雄安新区;地下管网;垃圾分类;深股通;融资融券,33,300075,40,300075.SZ
黄金概念;金属铅;金属铜;稀土永磁;2025年报预增;西部大开发;沪股通;人民币贬值受益;融资融券,17,600988,9,600988.SH
小红书概念;快手概念;Web3.0;AIGC概念;虚拟数字人;多模态AI;NFT概念;知识产权保护;文化传媒概念;抖音概念(字节概念);AI智能体;在线教育;数据要素;阿里巴巴概念;元宇宙;腾讯概念;区块链;网红经济;IP经济(谷子经济);职业教育;人工智能;AI应用;华为概念;MR(混合现实);西部大开发;融资融券;沪股通,17,600556,27,600556.SH
